precinct,state,locality,geo
"STATE COLLEGE SOUTH CENTRAL 1",PA,Centre,"42027-STATE COLLEGE SOUTH CENTRAL 1"
"STATE COLLEGE SOUTH CENTRAL 2",PA,Centre,"42027-STATE COLLEGE SOUTH CENTRAL 2"
"STATE COLLEGE SOUTHEAST",PA,Centre,"42027-STATE COLLEGE SOUTHEAST"
"STATE COLLEGE WEST 1",PA,Centre,"42027-STATE COLLEGE WEST 1"
"STATE COLLEGE WEST 2",PA,Centre,"42027-STATE COLLEGE WEST 2"
"STATE COLLEGE WEST CENTRAL 2",PA,Centre,"42027-STATE COLLEGE WEST CENTRAL 2"
"STEELTON--1ST WARD",PA,Dauphin,"42043-STEELTON 1"
"STEELTON--2ND WARD",PA,Dauphin,"42043-STEELTON 2"
"STEELTON--3RD WARD",PA,Dauphin,"42043-STEELTON 3"
"STEELTON--4TH WARD",PA,Dauphin,"42043-STEELTON 4"
"Stockdale Voting Precinct",PA,Washington,42125-STOCKDALE
"Stonycreek Township - Ward 1 Voting Precinct",PA,Cambria,"42021-STONYCREEK TWP 1"
"Stonycreek Township - Ward 2 Voting Precinct",PA,Cambria,"42021-STONYCREEK TWP 2"
"Stonycreek Township - Ward 3 Voting Precinct",PA,Cambria,"42021-STONYCREEK TWP 3"
"Stonycreek Township - Ward 4 Voting Precinct",PA,Cambria,"42021-STONYCREEK TWP 4"
"Summerhill Borough Voting Precinct",PA,Cambria,"42021-SUMMERHILL BORO"
"Summerhill Township - North Voting Precinct",PA,Cambria,"42021-SUMMERHILL TWP NORTH"
"Summerhill Township - South Voting Precinct",PA,Cambria,"42021-SUMMERHILL TWP SOUTH"
"Susquehanna Township - North Voting Precinct",PA,Cambria,"42021-SUSQUEHANNA TWP NORTH"
"Susquehanna Township - South Voting Precinct",PA,Cambria,"42021-SUSQUEHANNA TWP SOUTH"
"SUSQUEHANNA TWP--1ST WARD",PA,Dauphin,"42043-SUSQUEHANNA TWP 1"
"SUSQUEHANNA TWP--2ND WARD",PA,Dauphin,"42043-SUSQUEHANNA TWP 2"
"SUSQUEHANNA TWP--3RD WARD",PA,Dauphin,"42043-SUSQUEHANNA TWP 3"
"SUSQUEHANNA TWP--4TH WARD",PA,Dauphin,"42043-SUSQUEHANNA TWP 4"
"SUSQUEHANNA TWP--5TH WARD",PA,Dauphin,"42043-SUSQUEHANNA TWP 5"
"SUSQUEHANNA TWP--6TH WARD",PA,Dauphin,"42043-SUSQUEHANNA TWP 6"
"SUSQUEHANNA TWP--7TH WARD",PA,Dauphin,"42043-SUSQUEHANNA TWP 7"
"SUSQUEHANNA TWP--8TH WARD",PA,Dauphin,"42043-SUSQUEHANNA TWP 8"
"SUSQUEHANNA TWP--9TH WARD",PA,Dauphin,"42043-SUSQUEHANNA TWP 9"
"SWATARA TOWNSHIP--10TH PRECINCT",PA,Dauphin,"42043-SWATARA TWP 10"
"SWATARA TOWNSHIP--1ST PRECINCT",PA,Dauphin,"42043-SWATARA TWP 01"
"SWATARA TOWNSHIP--2ND PRECINCT",PA,Dauphin,"42043-SWATARA TWP 02"
"SWATARA TOWNSHIP--3RD PRECINCT",PA,Dauphin,"42043-SWATARA TWP 03"
"SWATARA TOWNSHIP--4TH PRECINCT",PA,Dauphin,"42043-SWATARA TWP 04"
"SWATARA TOWNSHIP--5TH PRECINCT",PA,Dauphin,"42043-SWATARA TWP 05"
"SWATARA TOWNSHIP--6TH PRECINCT",PA,Dauphin,"42043-SWATARA TWP 06"
"SWATARA TOWNSHIP--7TH PRECINCT",PA,Dauphin,"42043-SWATARA TWP 07"
"SWATARA TOWNSHIP--8TH PRECINCT",PA,Dauphin,"42043-SWATARA TWP 08"
"SWATARA TOWNSHIP--9TH PRECINCT",PA,Dauphin,"42043-SWATARA TWP 09"
TAYLOR,PA,Centre,"42027-TAYLOR TWP"
Telford,PA,Montgomery,"42091-TELFORD BORO"
"Towamencin 1-1",PA,Montgomery,"42091-TOWAMENCIN 1-1"
"Towamencin 1-2",PA,Montgomery,"42091-TOWAMENCIN 1-2"
"Towamencin 1-3",PA,Montgomery,"42091-TOWAMENCIN 1-3"
"Towamencin 2-1",PA,Montgomery,"42091-TOWAMENCIN 2-1"
"Towamencin 2-2",PA,Montgomery,"42091-TOWAMENCIN 2-2"
"Towamencin 2-3",PA,Montgomery,"42091-TOWAMENCIN 2-3"
"Towamencin 3-1",PA,Montgomery,"42091-TOWAMENCIN 3-1"
"Towamencin 3-2",PA,Montgomery,"42091-TOWAMENCIN 3-2"
"Towamencin 3-3",PA,Montgomery,"42091-TOWAMENCIN 3-3"
"Trappe Boro",PA,Montgomery,"42091-TRAPPE BORO"
"Tunnelhill Borough Voting Precinct",PA,Cambria,"42021-TUNNELHILL BORO"
"Twilight Voting Precinct",PA,Washington,42125-TWILIGHT
UNION,PA,Centre,"42027-UNION TWP"
"Union 1 Voting Precinct",PA,Washington,"42125-UNION 1"
"Union 2 Voting Precinct",PA,Washington,"42125-UNION 2"
"Union 4 Voting Precinct",PA,Washington,"42125-UNION 4"
"Union 5 Voting Precinct",PA,Washington,"42125-UNION 5"
"Union 6 Voting Precinct",PA,Washington,"42125-UNION 6"
"Union 7 Voting Precinct",PA,Washington,"42125-UNION 7"
UNIONVILLE,PA,Centre,"42027-UNIONVILLE BORO"
"Upper Dublin 1-1",PA,Montgomery,"42091-UPPER DUBLIN 1-1"
"Upper Dublin 1-2",PA,Montgomery,"42091-UPPER DUBLIN 1-2"
"Upper Dublin 1-3",PA,Montgomery,"42091-UPPER DUBLIN 1-3"
"Upper Dublin 2-1",PA,Montgomery,"42091-UPPER DUBLIN 2-1"
"Upper Dublin 2-2",PA,Montgomery,"42091-UPPER DUBLIN 2-2"
"Upper Dublin 2-3",PA,Montgomery,"42091-UPPER DUBLIN 2-3"
"Upper Dublin 3-1",PA,Montgomery,"42091-UPPER DUBLIN 3-1"
"Upper Dublin 3-2",PA,Montgomery,"42091-UPPER DUBLIN 3-2"
"Upper Dublin 4-1",PA,Montgomery,"42091-UPPER DUBLIN 4-1"
"Upper Dublin 4-2",PA,Montgomery,"42091-UPPER DUBLIN 4-2"
"Upper Dublin 4-3",PA,Montgomery,"42091-UPPER DUBLIN 4-3"
"Upper Dublin 5-1",PA,Montgomery,"42091-UPPER DUBLIN 5-1"
"Upper Dublin 5-2",PA,Montgomery,"42091-UPPER DUBLIN 5-2"
"Upper Dublin 5-3",PA,Montgomery,"42091-UPPER DUBLIN 5-3"
"Upper Dublin 6-1",PA,Montgomery,"42091-UPPER DUBLIN 6-1"
"Upper Dublin 6-2",PA,Montgomery,"42091-UPPER DUBLIN 6-2"
"Upper Dublin 7-1",PA,Montgomery,"42091-UPPER DUBLIN 7-1"
"Upper Dublin 7-2",PA,Montgomery,"42091-UPPER DUBLIN 7-2"
"Upper Dublin 7-3",PA,Montgomery,"42091-UPPER DUBLIN 7-3"
"Upper Frederick",PA,Montgomery,"42091-UPPER FREDERICK"
"Upper Gwynedd 1",PA,Montgomery,"42091-UPPER GWYNEDD 1"
"Upper Gwynedd 2",PA,Montgomery,"42091-UPPER GWYNEDD 2"
"Upper Gwynedd 3",PA,Montgomery,"42091-UPPER GWYNEDD 3"
"Upper Gwynedd 4",PA,Montgomery,"42091-UPPER GWYNEDD 4"
"Upper Gwynedd 5",PA,Montgomery,"42091-UPPER GWYNEDD 5"
"Upper Gwynedd 6",PA,Montgomery,"42091-UPPER GWYNEDD 6"
"Upper Gwynedd 7",PA,Montgomery,"42091-UPPER GWYNEDD 7"
"Upper Hanover 1",PA,Montgomery,"42091-UPPER HANOVER 1"
"Upper Hanover 2",PA,Montgomery,"42091-UPPER HANOVER 2"
"Upper Hanover 3",PA,Montgomery,"42091-UPPER HANOVER 3"
"Upper Macungie 1st District",PA,Lehigh,"42077-UPPER MACUNGIE 1"
"Upper Macungie 2nd District",PA,Lehigh,"42077-UPPER MACUNGIE 2"
"Upper Macungie 3rd District",PA,Lehigh,"42077-UPPER MACUNGIE 3"
"Upper Macungie 4th District",PA,Lehigh,"42077-UPPER MACUNGIE 4"
"Upper Macungie 5th District",PA,Lehigh,"42077-UPPER MACUNGIE 5"
"Upper Macungie 6th District",PA,Lehigh,"42077-UPPER MACUNGIE 6"
"Upper Macungie 7th District",PA,Lehigh,"42077-UPPER MACUNGIE 7"
"Upper Macungie 8th District",PA,Lehigh,"42077-UPPER MACUNGIE 8"
"Upper Merion Belmont 1",PA,Montgomery,"42091-UPPER MERION-BELMONT 1"
"Upper Merion Belmont 2",PA,Montgomery,"42091-UPPER MERION-BELMONT 2"
"Upper Merion Belmont 3",PA,Montgomery,"42091-UPPER MERION-BELMONT 3"
"Upper Merion Belmont 4",PA,Montgomery,"42091-UPPER MERION-BELMONT 4"
"Upper Merion Belmont 5",PA,Montgomery,"42091-UPPER MERION-BELMONT 5"
"Upper Merion Candle 1",PA,Montgomery,"42091-UPPER MERION-CANDLE 1"
"Upper Merion Candle 2",PA,Montgomery,"42091-UPPER MERION-CANDLE 2"
"Upper Merion Gulph 1",PA,Montgomery,"42091-UPPER MERION-GULPH 1"
"Upper Merion Gulph 2",PA,Montgomery,"42091-UPPER MERION-GULPH 2"
"Upper Merion King 1",PA,Montgomery,"42091-UPPER MERION-KING 1"
"Upper Merion King 2",PA,Montgomery,"42091-UPPER MERION-KING 2"
"Upper Merion Roberts",PA,Montgomery,"42091-UPPER MERION-ROBERTS"
"Upper Merion Swedeland",PA,Montgomery,"42091-UPPER MERION-SWEDELAND"
"Upper Merion Swedesburg",PA,Montgomery,"42091-UPPER MERION-SWEDESBURG"
"Upper Merion Town Center",PA,Montgomery,"42091-UPPER MERION-TOWN CENTER"
"Upper Milford Eastern District",PA,Lehigh,"42077-UPPER MILFORD EASTERN"
"Upper Milford Western District",PA,Lehigh,"42077-UPPER MILFORD WESTERN"
"Upper Moreland 1-1",PA,Montgomery,"42091-UPPER MORELAND 1-1"
"Upper Moreland 1-2",PA,Montgomery,"42091-UPPER MORELAND 1-2"
"Upper Moreland 2-1",PA,Montgomery,"42091-UPPER MORELAND 2-1"
"Upper Moreland 2-2",PA,Montgomery,"42091-UPPER MORELAND 2-2"
"Upper Moreland 3-1",PA,Montgomery,"42091-UPPER MORELAND 3-1"
"Upper Moreland 3-2",PA,Montgomery,"42091-UPPER MORELAND 3-2"
"Upper Moreland 4-1",PA,Montgomery,"42091-UPPER MORELAND 4-1"
"Upper Moreland 4-2",PA,Montgomery,"42091-UPPER MORELAND 4-2"
"Upper Moreland 5-1",PA,Montgomery,"42091-UPPER MORELAND 5-1"
"Upper Moreland 5-2",PA,Montgomery,"42091-UPPER MORELAND 5-2"
"Upper Moreland 6-1",PA,Montgomery,"42091-UPPER MORELAND 6-1"
"Upper Moreland 6-2",PA,Montgomery,"42091-UPPER MORELAND 6-2"
"Upper Moreland 7-1",PA,Montgomery,"42091-UPPER MORELAND 7-1"
"Upper Moreland 7-2",PA,Montgomery,"42091-UPPER MORELAND 7-2"
"UPPER PAXTON TWP--1ST PRECINCT",PA,Dauphin,"42043-UPPER PAXTON TWP 1"
"UPPER PAXTON TWP--2ND PRECINCT",PA,Dauphin,"42043-UPPER PAXTON TWP 2"
"Upper Pottsgrove",PA,Montgomery,"42091-UPPER POTTSGROVE"
"Upper Providence Mingo 1",PA,Montgomery,"42091-UPPER PROVIDENCE MINGO 1"
"Upper Providence Mingo 2",PA,Montgomery,"42091-UPPER PROVIDENCE MINGO 2"
"Upper Providence Mont Clare",PA,Montgomery,"42091-UPPER PROVIDENCE MONT CLARE"
"Upper Providence Oaks",PA,Montgomery,"42091-UPPER PROVIDENCE OAKS"
"Upper Providence Trappe",PA,Montgomery,"42091-UPPER PROVIDENCE TRAPPE"
"Upper Salford",PA,Montgomery,"42091-UPPER SALFORD"
"Upper Saucon 1st District",PA,Lehigh,"42077-UPPER SAUCON 1"
"Upper Saucon 2nd District",PA,Lehigh,"42077-UPPER SAUCON 2"
"Upper Saucon 3rd District",PA,Lehigh,"42077-UPPER SAUCON 3"
"Upper Saucon 4th District",PA,Lehigh,"42077-UPPER SAUCON 4"
"Upper Saucon 5th District",PA,Lehigh,"42077-UPPER SAUCON 5"
"Upper Saucon 6th District",PA,Lehigh,"42077-UPPER SAUCON 6"
"Upper Yoder Township No. 1 Voting Precinct",PA,Cambria,"42021-UPPER YODER TWP 1"
"Upper Yoder Township No. 2 Voting Precinct",PA,Cambria,"42021-UPPER YODER TWP 2"
"Upper Yoder Township No. 3 Voting Precinct",PA,Cambria,"42021-UPPER YODER TWP 3"
"Upper Yoder Township No. 4 Voting Precinct",PA,Cambria,"42021-UPPER YODER TWP 4"
"Vintondale Borough Voting Precinct",PA,Cambria,"42021-VINTONDALE BORO"
"WALKER EAST",PA,Centre,"42027-WALKER TWP EAST"
"WALKER WEST",PA,Centre,"42027-WALKER TWP WEST"
"Washington 2-1 Voting Precinct",PA,Washington,"42125-WASHINGTON 2-1"
"Washington 3-1 Voting Precinct",PA,Washington,"42125-WASHINGTON 3-1"
"Washington 4w Voting Precinct",PA,Washington,"42125-WASHINGTON 4"
"Washington 5-1 Voting Precinct",PA,Washington,"42125-WASHINGTON 5-1"
"Washington 5-2 Voting Precinct",PA,Washington,"42125-WASHINGTON 5-2"
"Washington 6-1 Voting Precinct",PA,Washington,"42125-WASHINGTON 6-1"
"Washington 6-3 Voting Precinct",PA,Washington,"42125-WASHINGTON 6-3"
"Washington 7-1 Voting Precinct",PA,Washington,"42125-WASHINGTON 7-1"
"Washington 7-2 Voting Precinct",PA,Washington,"42125-WASHINGTON 7-2"
"Washington 7-3 Voting Precinct",PA,Washington,"42125-WASHINGTON 7-3"
"Washington 8-1 Voting Precinct",PA,Washington,"42125-WASHINGTON 8-1"
"Washington Eastern District",PA,Lehigh,"42077-WASHINGTON EASTERN"
"Washington Southern District",PA,Lehigh,"42077-WASHINGTON SOUTHERN"
"WASHINGTON TOWNSHIP",PA,Dauphin,"42043-WASHINGTON TWP"
"Washington Township Voting Precinct",PA,Cambria,"42021-WASHINGTON TWP"
"Washington Voting Precinct",PA,Greene,42059-WASHINGTON
"Washington Western District",PA,Lehigh,"42077-WASHINGTON WESTERN"
"Wayne - East Voting Precinct",PA,Greene,"42059-WAYNE EAST"
"Wayne - West Voting Precinct",PA,Greene,"42059-WAYNE WEST"
"WAYNE TOWNSHIP",PA,Dauphin,"42043-WAYNE TWP"
"Waynesburg #1 Voting Precinct",PA,Greene,"42059-WAYNESBURG BORO 1"
"Waynesburg #2 Voting Precinct",PA,Greene,"42059-WAYNESBURG BORO 2"
"Waynesburg #3 Voting Precinct",PA,Greene,"42059-WAYNESBURG BORO 3"
Weisenberg,PA,Lehigh,42077-WEISENBERG
"West Bethlehem Voting Precinct",PA,Washington,"42125-WEST BETHLEHEM"
"West Brownsville 1 Voting Precinct",PA,Washington,"42125-WEST BROWNSVILLE 1"
"West Brownsville 2 Voting Precinct",PA,Washington,"42125-WEST BROWNSVILLE 2"
"West Carroll Township - North Voting Precinct",PA,Cambria,"42021-WEST CARROLL TWP NORTH"
"West Carroll Township - South Voting Precinct",PA,Cambria,"42021-WEST CARROLL TWP SOUTH"
"West Conshohocken",PA,Montgomery,"42091-WEST CONSHOHOCKEN"
"West Finley 1 Voting Precinct",PA,Washington,"42125-WEST FINLEY 1"
"West Finley 2 Voting Precinct",PA,Washington,"42125-WEST FINLEY 2"
"WEST HANOVER TWP--1ST PRECINCT",PA,Dauphin,"42043-WEST HANOVER TWP 1"
"WEST HANOVER TWP--2ND PRECINCT",PA,Dauphin,"42043-WEST HANOVER TWP 2"
"WEST HANOVER TWP--3RD PRECINCT",PA,Dauphin,"42043-WEST HANOVER TWP 3"
"WEST HANOVER TWP--4TH PRECINCT",PA,Dauphin,"42043-WEST HANOVER TWP 4"
"WEST HANOVER TWP--5TH PRECINCT",PA,Dauphin,"42043-WEST HANOVER TWP 5"
"WEST HANOVER TWP--6TH PRECINCT",PA,Dauphin,"42043-WEST HANOVER TWP 6"
"WEST HANOVER TWP--7TH PRECINCT",PA,Dauphin,"42043-WEST HANOVER TWP 7"
"West Middletown Voting Precinct",PA,Washington,"42125-WEST MIDDLETOWN"
"West Norriton 1-1",PA,Montgomery,"42091-WEST NORRITON 1-1"
"West Norriton 1-2",PA,Montgomery,"42091-WEST NORRITON 1-2"
"West Norriton 2-1",PA,Montgomery,"42091-WEST NORRITON 2-1"
"West Norriton 2-2",PA,Montgomery,"42091-WEST NORRITON 2-2"
"West Norriton 3-1",PA,Montgomery,"42091-WEST NORRITON 3-1"
"West Norriton 3-2",PA,Montgomery,"42091-WEST NORRITON 3-2"
"West Norriton 4-1",PA,Montgomery,"42091-WEST NORRITON 4-1"
"West Norriton 4-2",PA,Montgomery,"42091-WEST NORRITON 4-2"
"West Pike Run 1 Voting Precinct",PA,Washington,"42125-WEST PIKE RUN 1"
"West Pike Run 2 Voting Precinct",PA,Washington,"42125-WEST PIKE RUN 2"
"West Pottsgrove",PA,Montgomery,"42091-WEST POTTSGROVE"
"West Taylor Township Voting Precinct",PA,Cambria,"42021-WEST TAYLOR TWP"
"Westmont Borough No. 1 Voting Precinct",PA,Cambria,"42021-WESTMONT BORO 1"
"Westmont Borough No. 2 Voting Precinct",PA,Cambria,"42021-WESTMONT BORO 2"
"Westmont Borough No. 3 Voting Precinct",PA,Cambria,"42021-WESTMONT BORO 3"
"White Township Voting Precinct",PA,Cambria,"42021-WHITE TWP"
"Whitehall 10th District",PA,Lehigh,"42077-WHITEHALL 10"
"Whitehall 11th District",PA,Lehigh,"42077-WHITEHALL 11"
"Whitehall 12th District",PA,Lehigh,"42077-WHITEHALL 12"
"Whitehall 1st District",PA,Lehigh,"42077-WHITEHALL 01"
"Whitehall 2nd District",PA,Lehigh,"42077-WHITEHALL 02"
"Whitehall 3rd District",PA,Lehigh,"42077-WHITEHALL 03"
"Whitehall 4th District",PA,Lehigh,"42077-WHITEHALL 04"
"Whitehall 5th District",PA,Lehigh,"42077-WHITEHALL 05"
"Whitehall 6th District",PA,Lehigh,"42077-WHITEHALL 06"
"Whitehall 7th District",PA,Lehigh,"42077-WHITEHALL 07"
"Whitehall 8th District",PA,Lehigh,"42077-WHITEHALL 08"
"Whitehall 9th District",PA,Lehigh,"42077-WHITEHALL 09"
"Whiteley Voting Precinct",PA,Greene,42059-WHITELEY
"Whitemarsh East 1",PA,Montgomery,"42091-WHITEMARSH EAST 1"
"Whitemarsh East 2",PA,Montgomery,"42091-WHITEMARSH EAST 2"
"Whitemarsh Middle 1",PA,Montgomery,"42091-WHITEMARSH MIDDLE 1"
"Whitemarsh Middle 2",PA,Montgomery,"42091-WHITEMARSH MIDDLE 2"
"Whitemarsh Middle 3",PA,Montgomery,"42091-WHITEMARSH MIDDLE 3"
"Whitemarsh Middle 4",PA,Montgomery,"42091-WHITEMARSH MIDDLE 4"
"Whitemarsh Middle 5",PA,Montgomery,"42091-WHITEMARSH MIDDLE 5"
"Whitemarsh West 1",PA,Montgomery,"42091-WHITEMARSH WEST 1"
"Whitemarsh West 2",PA,Montgomery,"42091-WHITEMARSH WEST 2"
"Whitemarsh West 3",PA,Montgomery,"42091-WHITEMARSH WEST 3"
"Whitpain 1",PA,Montgomery,"42091-WHITPAIN 01"
"Whitpain 10",PA,Montgomery,"42091-WHITPAIN 10"
"Whitpain 11",PA,Montgomery,"42091-WHITPAIN 11"
"Whitpain 12",PA,Montgomery,"42091-WHITPAIN 12"
"Whitpain 2",PA,Montgomery,"42091-WHITPAIN 02"
"Whitpain 3",PA,Montgomery,"42091-WHITPAIN 03"
"Whitpain 4",PA,Montgomery,"42091-WHITPAIN 04"
"Whitpain 5",PA,Montgomery,"42091-WHITPAIN 05"
"Whitpain 6",PA,Montgomery,"42091-WHITPAIN 06"
"Whitpain 7",PA,Montgomery,"42091-WHITPAIN 07"
"Whitpain 8",PA,Montgomery,"42091-WHITPAIN 08"
"Whitpain 9",PA,Montgomery,"42091-WHITPAIN 09"
"WICONISCO TWP--1ST PRECINCT",PA,Dauphin,"42043-WICONISCO TWP 1"
"WICONISCO TWP--2ND PRECINCT",PA,Dauphin,"42043-WICONISCO TWP 2"
"WILLIAMS TWP",PA,Dauphin,"42043-WILLIAMS TWP"
"WILLIAMSTOWN--1ST WARD",PA,Dauphin,"42043-WILLIAMSTOWN 1"
"WILLIAMSTOWN--2ND WARD",PA,Dauphin,"42043-WILLIAMSTOWN 2"
"Wilmore Borough Voting Precinct",PA,Cambria,"42021-WILMORE BORO"
"Worcester East 1",PA,Montgomery,"42091-WORCESTER EAST 1"
"Worcester East 2",PA,Montgomery,"42091-WORCESTER EAST 2"
"Worcester East 3",PA,Montgomery,"42091-WORCESTER EAST 3"
"Worcester West",PA,Montgomery,"42091-WORCESTER WEST"
WORTH,PA,Centre,"42027-WORTH TWP"
